season,team_1,team_1_score,team_2,team_2_score,player_of_match,toss_winner,toss_decision,winner,venue,city,date,win_by_wickets,win_by_runs,result,umpire_1,umpire_2
2021/22,Chattogram Challengers,143/8,Khulna Tigers,144/4,Andre Fletcher,Khulna Tigers,field first,Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Jan 28 2022,6,0,6 wickets,Masudur Rahman,Tanvir Ahmed
